new_loan_id,payment_no,installment,principal,interest,payment_due_date
1000011317,19,2547,1525,1022,05/06/2022
1000011317,20,2547,1596,951,05/07/2022
1000011317,21,2547,1605,942,05/08/2022
1000011317,22,2547,1646,901,05/09/2022
1000011317,23,2547,1716,831,05/10/2022
1000011317,24,2547,1732,815,05/11/2022
1000011317,25,2547,1801,746,05/12/2022
1000011317,26,2547,1822,725,05/01/2023
1000011317,27,2547,1868,679,05/02/2023
1000011317,28,2547,1977,570,05/03/2023
1000011317,29,2547,1966,581,05/04/2023
1000011317,30,2547,2033,514,05/05/2023
1000011317,31,2547,2068,479,05/06/2023
1000011317,32,2547,2134,413,05/07/2023
1000011317,33,2547,2175,372,05/08/2023
1000011317,34,2547,2230,317,05/09/2023
1000011317,35,2547,2296,251,05/10/2023
1000011317,36,2547,2346,201,05/11/2023
1000011317,37,2547,2410,137,05/12/2023
1000011317,38,3227,3147,80,05/01/2024
1000011330,1,1318,0,1318,05/12/2020
1000011330,2,1362,0,1362,05/01/2021
1000011330,3,1362,0,1362,05/02/2021
1000011330,4,1230,0,1230,05/03/2021
1000011330,5,1362,0,1362,05/04/2021
1000011330,6,1318,0,1318,05/05/2021
1000011330,7,2169,807,1362,05/06/2021
1000011330,8,2169,874,1295,05/07/2021
1000011330,9,2169,857,1312,05/08/2021
1000011330,10,2169,883,1286,05/09/2021
1000011330,11,2169,949,1220,05/10/2021
1000011330,12,2169,937,1232,05/11/2021
1000011330,13,2169,1004,1165,05/12/2021
1000011330,14,2169,995,1174,05/01/2022
1000011330,15,2169,1024,1145,05/02/2022
1000011330,16,2169,1163,1006,05/03/2022
1000011330,17,2169,1089,1080,05/04/2022
1000011330,18,2169,1155,1014,05/05/2022
1000011330,19,2169,1156,1013,05/06/2022
1000011330,20,2169,1222,947,05/07/2022
1000011330,21,2169,1227,942,05/08/2022
1000011330,22,2169,1263,906,05/09/2022
1000011330,23,2169,1329,840,05/10/2022
1000011330,24,2169,1340,829,05/11/2022
1000011330,25,2169,1405,764,05/12/2022
1000011330,26,2169,1422,747,05/01/2023
1000011330,27,2169,1464,705,05/02/2023
1000011330,28,2169,1572,597,05/03/2023
1000011330,29,2169,1554,615,05/04/2023
1000011330,30,2169,1619,550,05/05/2023
1000011330,31,2169,1649,520,05/06/2023
1000011330,32,2169,1713,456,05/07/2023
1000011330,33,2169,1749,420,05/08/2023
1000011330,34,2169,1801,368,05/09/2023
1000011330,35,2169,1864,305,05/10/2023
1000011330,36,2169,1909,260,05/11/2023
1000011330,37,2169,1973,196,05/12/2023
1000011330,38,2169,2025,144,05/01/2024
1000011330,39,2907,2823,84,05/02/2024
1000011332,1,1444,0,1444,05/12/2020
1000011332,2,1492,0,1492,05/01/2021
1000011332,3,1492,0,1492,05/02/2021
1000011332,4,1348,0,1348,05/03/2021
1000011332,5,1492,0,1492,05/04/2021
1000011332,6,1444,0,1444,05/05/2021
1000011332,7,5475,3983,1492,05/06/2021
1000011332,8,5475,4126,1349,05/07/2021
1000011332,9,5475,4182,1293,05/08/2021
1000011332,10,5475,4285,1190,05/09/2021
1000011332,11,5475,4426,1049,05/10/2021
1000011332,12,5475,4500,975,05/11/2021
1000011332,13,5475,4639,836,05/12/2021
1000011332,14,5475,4725,750,05/01/2022
1000011332,15,5475,4841,634,05/02/2022
1000011332,16,5475,5010,465,05/03/2022
1000011332,17,5475,5084,391,05/04/2022
1000011332,18,5475,5218,257,05/05/2022
1000011332,19,5711,5574,137,05/06/2022
1000011340,1,2359,1498,861,05/12/2020
1000011340,2,2359,1514,845,05/01/2021
1000011340,3,2359,1559,800,05/02/2021
1000011340,4,2359,1678,681,05/03/2021
1000011340,5,2359,1655,704,05/04/2021
1000011340,6,2359,1726,633,05/05/2021
1000011340,7,2359,1756,603,05/06/2021
1000011340,8,2359,1826,533,05/07/2021
1000011340,9,2359,1862,497,05/08/2021
1000011340,10,2359,1918,441,05/09/2021
1000011340,11,2359,1987,372,05/10/2021
1000011340,12,2359,2034,325,05/11/2021
1000011340,13,2359,2103,256,05/12/2021
1000011340,14,2359,2157,202,05/01/2022
1000011340,15,2359,2221,138,05/02/2022
1000011340,16,2490,2425,65,05/03/2022
1000011344,1,2130,0,2130,05/12/2020
1000011344,2,2201,0,2201,05/01/2021
1000011344,3,2201,0,2201,05/02/2021
1000011344,4,1988,0,1988,05/03/2021
1000011344,5,2201,0,2201,05/04/2021
1000011344,6,2130,0,2130,05/05/2021
1000011344,7,8311,6110,2201,05/06/2021
1000011344,8,8311,6312,1999,05/07/2021
1000011344,9,8311,6385,1926,05/08/2021
1000011344,10,8311,6526,1785,05/09/2021
1000011344,11,8311,6723,1588,05/10/2021
1000011344,12,8311,6818,1493,05/11/2021
1000011344,13,8311,7012,1299,05/12/2021
1000011344,14,8311,7124,1187,05/01/2022
1000011344,15,8311,7281,1030,05/02/2022
1000011344,16,8311,7526,785,05/03/2022
1000011344,17,8311,7608,703,05/04/2022
1000011344,18,8311,7793,518,05/05/2022
1000011344,19,8311,7948,363,05/06/2022
1000011344,20,8670,8489,181,05/07/2022
1000011347,1,864,0,864,05/12/2020
1000011347,2,892,0,892,05/01/2021
1000011347,3,892,0,892,05/02/2021
1000011347,4,806,0,806,05/03/2021
1000011347,5,892,0,892,05/04/2021
1000011347,6,864,0,864,05/05/2021
1000011347,7,5380,4488,892,05/06/2021
1000011347,8,5380,4649,731,05/07/2021
1000011347,9,5380,4767,613,05/08/2021
1000011347,10,5380,4913,467,05/09/2021
1000011347,11,5380,5073,307,05/10/2021
1000011347,12,5457,5295,162,05/11/2021
1000011348,1,1468,0,1468,05/12/2020
1000011348,2,1517,0,1517,05/01/2021
1000011348,3,1517,0,1517,05/02/2021
1000011348,4,1370,0,1370,05/03/2021
1000011348,5,1517,0,1517,05/04/2021
1000011348,6,1468,0,1468,05/05/2021
1000011348,7,3465,1948,1517,05/06/2021
1000011348,8,3465,2051,1414,05/07/2021
1000011348,9,3465,2063,1402,05/08/2021
1000011348,10,3465,2123,1342,05/09/2021
1000011348,11,3465,2225,1240,05/10/2021
1000011348,12,3465,2248,1217,05/11/2021
1000011348,13,3465,2350,1115,05/12/2021
1000011348,14,3465,2381,1084,05/01/2022
1000011348,15,3465,2450,1015,05/02/2022
1000011348,16,3465,2612,853,05/03/2022
1000011348,17,3465,2596,869,05/04/2022
1000011348,18,3465,2697,768,05/05/2022
1000011348,19,3465,2749,716,05/06/2022
1000011348,20,3465,2849,616,05/07/2022
1000011348,21,3465,2911,554,05/08/2022
1000011348,22,3465,2995,470,05/09/2022
1000011348,23,3465,3093,372,05/10/2022
1000011348,24,3465,3170,295,05/11/2022
1000011348,25,3465,3268,197,05/12/2022
1000011348,26,3874,3765,109,05/01/2023
1000011405,1,3219,1797,1422,05/12/2020
1000011405,2,3219,1804,1415,05/01/2021
1000011405,3,3219,1859,1360,05/02/2021
1000011405,4,3219,2042,1177,05/03/2021
1000011405,5,3219,1979,1240,05/04/2021
1000011405,6,3219,2077,1142,05/05/2021
1000011405,7,3219,2103,1116,05/06/2021
1000011405,8,3219,2201,1018,05/07/2021
1000011405,9,3219,2234,985,05/08/2021
1000011405,10,3219,2303,916,05/09/2021
1000011405,11,3219,2400,819,05/10/2021
1000011405,12,3219,2446,773,05/11/2021
1000011405,13,3219,2544,675,05/12/2021
1000011405,14,3219,2599,620,05/01/2022
1000011405,15,3219,2678,541,05/02/2022
1000011405,16,3219,2805,414,05/03/2022
1000011405,17,3219,2846,373,05/04/2022
1000011405,18,3219,2942,277,05/05/2022
1000011405,19,3219,3023,196,05/06/2022
1000011405,20,3485,3385,100,05/07/2022
1000011417,1,1363,0,1363,05/12/2020
1000011417,2,1408,0,1408,05/01/2021
1000011417,3,1408,0,1408,05/02/2021
1000011417,4,1272,0,1272,05/03/2021
1000011417,5,1408,0,1408,05/04/2021
1000011417,6,1363,0,1363,05/05/2021
1000011417,7,14680,13272,1408,05/06/2021
1000011417,8,14680,13644,1036,05/07/2021
1000011417,9,14680,13958,722,05/08/2021
1000011417,10,14765,14398,367,05/09/2021
1000011421,1,6692,3539,3153,05/12/2020
1000011421,2,6692,3518,3174,05/01/2021
1000011421,3,6692,3602,3090,05/02/2021
1000011421,4,6692,3978,2714,05/03/2021
1000011421,5,6692,3782,2910,05/04/2021
1000011421,6,6692,3963,2729,05/05/2021
1000011421,7,6692,3966,2726,05/06/2021
1000011421,8,6692,4145,2547,05/07/2021
1000011421,9,6692,4159,2533,05/08/2021
1000011421,10,6692,4258,2434,05/09/2021
1000011421,11,6692,4435,2257,05/10/2021
1000011421,12,6692,4465,2227,05/11/2021
1000011421,13,6692,4639,2053,05/12/2021
1000011421,14,6692,4681,2011,05/01/2022
1000011421,15,6692,4793,1899,05/02/2022
1000011421,16,6692,5079,1613,05/03/2022
1000011421,17,6692,5027,1665,05/04/2022
1000011421,18,6692,5197,1495,05/05/2022
1000011421,19,6692,5271,1421,05/06/2022
1000011421,20,6692,5438,1254,05/07/2022
1000011421,21,6692,5525,1167,05/08/2022
1000011421,22,6692,5657,1035,05/09/2022
1000011421,23,6692,5820,872,05/10/2022
1000011421,24,6692,5929,763,05/11/2022
1000011421,25,6692,6091,601,05/12/2022
1000011421,26,6692,6215,477,05/01/2023
1000011421,27,6692,6363,329,05/02/2023
1000011421,28,7626,7466,160,05/03/2023
1000012072,1,2046,954,1092,05/01/2021
1000012072,2,2046,980,1066,05/02/2021
1000012072,3,2046,1107,939,05/03/2021
1000012072,4,2046,1036,1010,05/04/2021
1000012072,5,2046,1096,950,05/05/2021
1000012072,6,2046,1094,952,05/06/2021
1000012072,7,2046,1154,892,05/07/2021
1000012072,8,2046,1156,890,05/08/2021
1000012072,9,2046,1187,859,05/09/2021
1000012072,10,2046,1246,800,05/10/2021
1000012072,11,2046,1253,793,05/11/2021
1000012072,12,2046,1312,734,05/12/2021
1000012072,13,2046,1323,723,05/01/2022
1000012072,14,2046,1359,687,05/02/2022
1000012072,15,2046,1459,587,05/03/2022
1000012072,16,2046,1435,611,05/04/2022
1000012072,17,2046,1493,553,05/05/2022
1000012072,18,2046,1515,531,05/06/2022
1000012072,19,2046,1572,474,05/07/2022
1000012072,20,2046,1599,447,05/08/2022
1000012072,21,2046,1642,404,05/09/2022
1000012072,22,2046,1698,348,05/10/2022
1000012072,23,2046,1733,313,05/11/2022
1000012072,24,2046,1789,257,05/12/2022
1000012072,25,2046,1829,217,05/01/2023
1000012072,26,2046,1878,168,05/02/2023
1000012072,27,2046,1941,105,05/03/2023
1000012072,28,2410,2346,64,05/04/2023
1000012075,1,4748,1728,3020,05/01/2021
1000012075,2,4748,1765,2983,05/02/2021
1000012075,3,4748,2087,2661,05/03/2021
1000012075,4,4748,1846,2902,05/04/2021
1000012075,5,4748,1978,2770,05/05/2021
1000012075,6,4748,1928,2820,05/06/2021
1000012075,7,4748,2058,2690,05/07/2021
1000012075,8,4748,2012,2736,05/08/2021
1000012075,9,4748,2055,2693,05/09/2021
1000012075,10,4748,2184,2564,05/10/2021
1000012075,11,4748,2145,2603,05/11/2021
1000012075,12,4748,2273,2475,05/12/2021
1000012075,13,4748,2239,2509,05/01/2022
1000012075,14,4748,2286,2462,05/02/2022
1000012075,15,4748,2568,2180,05/03/2022
1000012075,16,4748,2389,2359,05/04/2022
1000012075,17,4748,2515,2233,05/05/2022
1000012075,18,4748,2494,2254,05/06/2022
1000012075,19,4748,2618,2130,05/07/2022
1000012075,20,4748,2602,2146,05/08/2022
1000012075,21,4748,2657,2091,05/09/2022
1000012075,22,4748,2779,1969,05/10/2022
1000012075,23,4748,2773,1975,05/11/2022
1000012075,24,4748,2893,1855,05/12/2022
1000012075,25,4748,2893,1855,05/01/2023
1000012075,26,4748,2955,1793,05/02/2023
1000012075,27,4748,3185,1563,05/03/2023
1000012075,28,4748,3085,1663,05/04/2023
1000012075,29,4748,3202,1546,05/05/2023
1000012075,30,4748,3218,1530,05/06/2023
1000012075,31,4748,3334,1414,05/07/2023
1000012075,32,4748,3358,1390,05/08/2023
1000012075,33,4748,3429,1319,05/09/2023
1000012075,34,4748,3542,1206,05/10/2023
1000012075,35,4748,3577,1171,05/11/2023
1000012075,36,4748,3688,1060,05/12/2023
1000012075,37,4748,3731,1017,05/01/2024
1000012075,38,4748,3810,938,05/02/2024
1000012075,39,4748,3946,802,05/03/2024
1000012075,40,4748,3975,773,05/04/2024
1000012075,41,4748,4082,666,05/05/2024
1000012075,42,4748,4146,602,05/06/2024
1000012075,43,4748,4251,497,05/07/2024
1000012075,44,4748,4324,424,05/08/2024
1000012075,45,4748,4416,332,05/09/2024
1000012075,46,4748,4518,230,05/10/2024
1000012075,47,6837,6695,142,05/11/2024
1000012079,1,3026,982,2044,05/01/2021
1000012079,2,3026,1007,2019,05/02/2021
1000012079,3,3026,1224,1802,05/03/2021
1000012079,4,3026,1062,1964,05/04/2021
1000012079,5,3026,1150,1876,05/05/2021
1000012079,6,3026,1116,1910,05/06/2021
1000012079,7,3026,1204,1822,05/07/2021
1000012079,8,3026,1173,1853,05/08/2021
1000012079,9,3026,1202,1824,05/09/2021
1000012079,10,3026,1290,1736,05/10/2021
1000012079,11,3026,1263,1763,05/11/2021
1000012079,12,3026,1350,1676,05/12/2021
1000012079,13,3026,1328,1698,05/01/2022
1000012079,14,3026,1361,1665,05/02/2022
1000012079,15,3026,1552,1474,05/03/2022
1000012079,16,3026,1432,1594,05/04/2022
1000012079,17,3026,1518,1508,05/05/2022
1000012079,18,3026,1505,1521,05/06/2022
1000012079,19,3026,1590,1436,05/07/2022
1000012079,20,3026,1581,1445,05/08/2022
1000012079,21,3026,1620,1406,05/09/2022
1000012079,22,3026,1704,1322,05/10/2022
1000012079,23,3026,1702,1324,05/11/2022
1000012079,24,3026,1785,1241,05/12/2022
1000012079,25,3026,1788,1238,05/01/2023
1000012079,26,3026,1832,1194,05/02/2023
1000012079,27,3026,1988,1038,05/03/2023
1000012079,28,3026,1926,1100,05/04/2023
1000012079,29,3026,2007,1019,05/05/2023
1000012079,30,3026,2023,1003,05/06/2023
1000012079,31,3026,2103,923,05/07/2023
1000012079,32,3026,2124,902,05/08/2023
1000012079,33,3026,2177,849,05/09/2023
1000012079,34,3026,2256,770,05/10/2023
1000012079,35,3026,2286,740,05/11/2023
1000012079,36,3026,2364,662,05/12/2023
1000012079,37,3026,2400,626,05/01/2024
1000012079,38,3026,2460,566,05/02/2024
1000012079,39,3026,2553,473,05/03/2024
1000012079,40,3026,2583,443,05/04/2024
1000012079,41,3026,2659,367,05/05/2024
1000012079,42,3026,2712,314,05/06/2024
1000012079,43,3026,2787,239,05/07/2024
1000012079,44,3026,2848,178,05/08/2024
1000012079,45,4502,4394,108,05/09/2024
1000012085,1,2015,0,2015,05/01/2021
1000012085,2,2015,0,2015,05/02/2021
1000012085,3,1820,0,1820,05/03/2021
1000012085,4,2015,0,2015,05/04/2021
1000012085,5,1950,0,1950,05/05/2021
1000012085,6,2015,0,2015,05/06/2021
1000012085,7,4869,2919,1950,05/07/2021
1000012085,8,4869,2929,1940,05/08/2021
1000012085,9,4869,3003,1866,05/09/2021
1000012085,10,4869,3138,1731,05/10/2021
1000012085,11,4869,3160,1709,05/11/2021
1000012085,12,4869,3293,1576,05/12/2021
1000012085,13,4869,3324,1545,05/01/2022
1000012085,14,4869,3409,1460,05/02/2022
1000012085,15,4869,3629,1240,05/03/2022
1000012085,16,4869,3588,1281,05/04/2022
1000012085,17,4869,3718,1151,05/05/2022
1000012085,18,4869,3775,1094,05/06/2022
1000012085,19,4869,3903,966,05/07/2022
1000012085,20,4869,3970,899,05/08/2022
1000012085,21,4869,4071,798,05/09/2022
1000012085,22,4869,4197,672,05/10/2022
1000012085,23,4869,4282,587,05/11/2022
1000012085,24,4869,4406,463,05/12/2022
1000012085,25,4869,4503,366,05/01/2023
1000012085,26,4869,4618,251,05/02/2023
1000012085,27,5350,5230,120,05/03/2023
1000012086,1,2235,0,2235,05/01/2021
1000012086,2,2235,0,2235,05/02/2021
1000012086,3,2019,0,2019,05/03/2021
1000012086,4,2235,0,2235,05/04/2021
1000012086,5,2163,0,2163,05/05/2021
1000012086,6,2235,0,2235,05/06/2021
1000012086,7,11324,9161,2163,05/07/2021
1000012086,8,11324,9314,2010,05/08/2021
1000012086,9,11324,9544,1780,05/09/2021
1000012086,10,11324,9829,1495,05/10/2021
1000012086,11,11324,10021,1303,05/11/2021
1000012086,12,11324,10302,1022,05/12/2021
1000012086,13,11324,10521,803,05/01/2022
1000012086,14,11324,10781,543,05/02/2022
1000012086,15,11536,11285,251,05/03/2022
1000012109,1,3700,2275,1425,05/01/2021
1000012109,2,3700,2344,1356,05/02/2021
1000012109,3,3700,2540,1160,05/03/2021
1000012109,4,3700,2493,1207,05/04/2021
1000012109,5,3700,2606,1094,05/05/2021
1000012109,6,3700,2649,1051,05/06/2021
1000012109,7,3700,2762,938,05/07/2021
1000012109,8,3700,2815,885,05/08/2021
1000012109,9,3700,2901,799,05/09/2021
1000012109,10,3700,3012,688,05/10/2021
1000012109,11,3700,3082,618,05/11/2021
1000012109,12,3700,3193,507,05/12/2021
1000012109,13,3700,3273,427,05/01/2022
1000012109,14,3700,3374,326,05/02/2022
1000012109,15,3700,3498,202,05/03/2022
1000012109,16,3921,3805,116,05/04/2022
1000012130,1,2039,0,2039,05/01/2021
1000012130,2,2039,0,2039,05/02/2021
1000012130,3,1841,0,1841,05/03/2021
1000012130,4,2039,0,2039,05/04/2021
1000012130,5,1973,0,1973,05/05/2021
1000012130,6,2039,0,2039,05/06/2021
1000012130,7,5056,3083,1973,05/07/2021
1000012130,8,5056,3093,1963,05/08/2021
1000012130,9,5056,3169,1887,05/09/2021
1000012130,10,5056,3306,1750,05/10/2021
1000012130,11,5056,3329,1727,05/11/2021
1000012130,12,5056,3464,1592,05/12/2021
1000012130,13,5056,3496,1560,05/01/2022
1000012130,14,5056,3582,1474,05/02/2022
1000012130,15,5056,3805,1251,05/03/2022
1000012130,16,5056,3764,1292,05/04/2022
1000012130,17,5056,3896,1160,05/05/2022
1000012130,18,5056,3953,1103,05/06/2022
1000012130,19,5056,4083,973,05/07/2022
1000012130,20,5056,4151,905,05/08/2022
1000012130,21,5056,4253,803,05/09/2022
1000012130,22,5056,4380,676,05/10/2022
1000012130,23,5056,4466,590,05/11/2022
1000012130,24,5056,4591,465,05/12/2022
1000012130,25,5056,4689,367,05/01/2023
1000012130,26,5056,4804,252,05/02/2023
1000012130,27,5536,5416,120,05/03/2023
1000012138,1,6977,5314,1663,05/01/2021
1000012138,2,6977,5418,1559,05/02/2021
1000012138,3,6977,5664,1313,05/03/2021
1000012138,4,6977,5634,1343,05/04/2021
1000012138,5,6977,5784,1193,05/05/2021
1000012138,6,6977,5857,1120,05/06/2021
1000012138,7,6977,6004,973,05/07/2021
1000012138,8,6977,6089,888,05/08/2021
1000012138,9,6977,6208,769,05/09/2021
1000012138,10,6977,6350,627,05/10/2021
1000012138,11,6977,6453,524,05/11/2021
1000012138,12,6977,6592,385,05/12/2021
1000012138,13,6977,6708,269,05/01/2022
1000012138,14,7188,7050,138,05/02/2022
1000012150,1,1960,0,1960,05/01/2021
1000012150,2,1960,0,1960,05/02/2021
1000012150,3,1771,0,1771,05/03/2021
1000012150,4,1960,0,1960,05/04/2021
1000012150,5,1897,0,1897,05/05/2021
1000012150,6,1960,0,1960,05/06/2021
1000012150,7,7705,5808,1897,05/07/2021
1000012150,8,7705,5888,1817,05/08/2021
1000012150,9,7705,6033,1672,05/09/2021
1000012150,10,7705,6230,1475,05/10/2021
1000012150,11,7705,6335,1370,05/11/2021
1000012150,12,7705,6530,1175,05/12/2021
1000012150,13,7705,6652,1053,05/01/2022
1000012150,14,7705,6815,890,05/02/2022
1000012150,15,7705,7053,652,05/03/2022
1000012150,16,7705,7157,548,05/04/2022
1000012150,17,7705,7345,360,05/05/2022
1000012150,18,7936,7745,191,05/06/2022
1000012152,1,442,0,442,05/01/2021
1000012152,2,442,0,442,05/02/2021
1000012152,3,399,0,399,05/03/2021
1000012152,4,442,0,442,05/04/2021
1000012152,5,427,0,427,05/05/2021
1000012152,6,442,0,442,05/06/2021
1000012152,7,5703,5276,427,05/07/2021
1000012152,8,5703,5405,298,05/08/2021
1000012152,9,5717,5566,151,05/09/2021
1000012172,1,3657,1348,2309,05/01/2021
1000012172,2,3657,1379,2278,05/02/2021
1000012172,3,3657,1628,2029,05/03/2021
1000012172,4,3657,1448,2209,05/04/2021
1000012172,5,3657,1552,2105,05/05/2021
1000012172,6,3657,1517,2140,05/06/2021
1000012172,7,3657,1620,2037,05/07/2021
1000012172,8,3657,1589,2068,05/08/2021
1000012172,9,3657,1626,2031,05/09/2021
1000012172,10,3657,1727,1930,05/10/2021
1000012172,11,3657,1702,1955,05/11/2021
1000012172,12,3657,1803,1854,05/12/2021
1000012172,13,3657,1783,1874,05/01/2022
1000012172,14,3657,1824,1833,05/02/2022
1000012172,15,3657,2039,1618,05/03/2022
1000012172,16,3657,1912,1745,05/04/2022
1000012172,17,3657,2011,1646,05/05/2022
1000012172,18,3657,2002,1655,05/06/2022
1000012172,19,3657,2100,1557,05/07/2022
1000012172,20,3657,2096,1561,05/08/2022
1000012172,21,3657,2144,1513,05/09/2022
1000012172,22,3657,2241,1416,05/10/2022
1000012172,23,3657,2245,1412,05/11/2022
1000012172,24,3657,2340,1317,05/12/2022
1000012172,25,3657,2350,1307,05/01/2023
1000012172,26,3657,2404,1253,05/02/2023
1000012172,27,3657,2575,1082,05/03/2023
1000012172,28,3657,2518,1139,05/04/2023
1000012172,29,3657,2611,1046,05/05/2023
1000012172,30,3657,2636,1021,05/06/2023
1000012172,31,3657,2727,930,05/07/2023
1000012172,32,3657,2759,898,05/08/2023
1000012172,33,3657,2822,835,05/09/2023
1000012172,34,3657,2912,745,05/10/2023
1000012172,35,3657,2953,704,05/11/2023
1000012172,36,3657,3042,615,05/12/2023
1000012172,37,3657,3091,566,05/01/2024
1000012172,38,3657,3162,495,05/02/2024
1000012172,39,3657,3262,395,05/03/2024
1000012172,40,3657,3309,348,05/04/2024
1000012172,41,3657,3394,263,05/05/2024
1000012172,42,3657,3463,194,05/06/2024
1000012172,43,5115,5004,111,05/07/2024
1000012180,1,3413,1258,2155,05/01/2021
1000012180,2,3413,1287,2126,05/02/2021
1000012180,3,3413,1520,1893,05/03/2021
1000012180,4,3413,1352,2061,05/04/2021
1000012180,5,3413,1448,1965,05/05/2021
1000012180,6,3413,1416,1997,05/06/2021
1000012180,7,3413,1512,1901,05/07/2021
1000012180,8,3413,1483,1930,05/08/2021
1000012180,9,3413,1517,1896,05/09/2021
1000012180,10,3413,1612,1801,05/10/2021
1000012180,11,3413,1589,1824,05/11/2021
1000012180,12,3413,1683,1730,05/12/2021
1000012180,13,3413,1664,1749,05/01/2022
1000012180,14,3413,1702,1711,05/02/2022
1000012180,15,3413,1903,1510,05/03/2022
1000012180,16,3413,1785,1628,05/04/2022
1000012180,17,3413,1877,1536,05/05/2022
1000012180,18,3413,1868,1545,05/06/2022
1000012180,19,3413,1960,1453,05/07/2022
1000012180,20,3413,1956,1457,05/08/2022
1000012180,21,3413,2001,1412,05/09/2022
1000012180,22,3413,2091,1322,05/10/2022
1000012180,23,3413,2095,1318,05/11/2022
1000012180,24,3413,2184,1229,05/12/2022
1000012180,25,3413,2193,1220,05/01/2023
1000012180,26,3413,2243,1170,05/02/2023
1000012180,27,3413,2403,1010,05/03/2023
1000012180,28,3413,2350,1063,05/04/2023
1000012180,29,3413,2436,977,05/05/2023
1000012180,30,3413,2460,953,05/06/2023
1000012180,31,3413,2545,868,05/07/2023
1000012180,32,3413,2574,839,05/08/2023
1000012180,33,3413,2633,780,05/09/2023
1000012180,34,3413,2717,696,05/10/2023
1000012180,35,3413,2756,657,05/11/2023
1000012180,36,3413,2838,575,05/12/2023
1000012180,37,3413,2884,529,05/01/2024
1000012180,38,3413,2951,462,05/02/2024
1000012180,39,3413,3044,369,05/03/2024
1000012180,40,3413,3088,325,05/04/2024
1000012180,41,3413,3167,246,05/05/2024
1000012180,42,3413,3231,182,05/06/2024
1000012180,43,4789,4685,104,05/07/2024
1000012220,1,2351,1092,1259,05/01/2021
